"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Mean Max Temp (°C)","Mean Max Temp Flag","Mean Min Temp (°C)","Mean Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Extr Max Temp (°C)","Extr Max Temp Flag","Extr Min Temp (°C)","Extr Min Temp Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow Grnd Last Day (cm)","Snow Grnd Last Day Flag","Dir of Max Gust (10's deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1940-10","1940","10","11.4","","1.7","","6.6","","21.1","","-7.8","","49.8","","2.5","","52.3","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1940-11","1940","11","3.3","","-2.7","","0.3","","15.0","","-21.7","","79.0","","64.0","","143.0","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1940-12","1940","12","-2.5","","-11.7","","-7.1","","3.9","","-31.1","","74.4","","30.5","","104.9","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1941-01","1941","01","-7.3","","-16.3","","-11.8","","1.7","","-28.3","","4.6","","61.7","","66.3","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1941-02","1941","02","-3.8","","-12.0","","-7.9","","3.3","S","-21.7","","19.3","","13.2","","32.5","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1941-03","1941","03","-1.3","","-9.5","","-5.4","","5.6","S","-21.1","","0.3","","47.8","","48.0","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1941-04","1941","04","14.7","","2.3","","8.5","","28.9","","-5.0","","47.8","","0.0","","47.8","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1941-05","1941","05","19.9","","6.9","","13.4","","29.4","","0.0","","68.3","","0.0","","68.3","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1941-06","1941","06","25.7","","12.8","","19.3","","33.9","","5.0","","27.4","","0.0","","27.4","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1941-07","1941","07","27.6","","16.1","","21.9","","33.9","","10.6","","69.6","","0.0","","69.6","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1941-08","1941","08","24.2","","12.8","","18.5","","31.7","","5.6","S","76.7","","0.0","","76.7","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1941-09","1941","09","","M","","M","","M","","M","","M","","M","","M","","M","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1941-10","1941","10","","M","","M","","M","","M","","M","","M","","M","","M","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1941-11","1941","11","","M","","M","","M","","M","","M","","M","","M","","M","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1941-12","1941","12","","M","","M","","M","","M","","M","","M","","M","","M","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1942-01","1942","01","","","","","","","","","","","","","","","","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1942-02","1942","02","","","","","","","","","","","","","","","","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1942-03","1942","03","","","","","","","","","","","","","","","","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1942-04","1942","04","","","","","","","","","","","","","","","","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1942-05","1942","05","","","","","","","","","","","","","","","","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1942-06","1942","06","","","","","","","","","","","","","","","","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1942-07","1942","07","","","","","","","","","","","","","","","","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1942-08","1942","08","","","","","","","","","","","","","","","","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1942-09","1942","09","","","","","","","","","","","","","","","","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1942-10","1942","10","","","","","","","","","","","","","","","","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1942-11","1942","11","","","","","","","","","","","","","","","","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1942-12","1942","12","","","","","","","","","","","","","","","","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1943-01","1943","01","","","","","","","","","","","","","","","","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1943-02","1943","02","","","","","","","","","","","","","","","","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1943-03","1943","03","","","","","","","","","","","","","","","","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1943-04","1943","04","","","","","","","","","","","","","","","","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1943-05","1943","05","","","","","","","","","","","","","","","","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1943-06","1943","06","","","","","","","","","","","","","","","","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1943-07","1943","07","","","","","","","","","","","","","","","","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1943-08","1943","08","","","","","","","","","","","","","","","","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1943-09","1943","09","","","","","","","","","","","","","","","","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1943-10","1943","10","","","","","","","","","","","","","","","","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1943-11","1943","11","","","","","","","","","","","","","","","","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1943-12","1943","12","","","","","","","","","","","","","","","","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1944-01","1944","01","","","","","","","","","","","","","","","","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1944-02","1944","02","","","","","","","","","","","","","","","","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1944-03","1944","03","","","","","","","","","","","","","","","","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1944-04","1944","04","","","","","","","","","","","","","","","","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1944-05","1944","05","","","","","","","","","","","","","","","","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1944-06","1944","06","","","","","","","","","","","","","","","","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1944-07","1944","07","","","","","","","","","","","","","","","","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1944-08","1944","08","","","","","","","","","","","","","","","","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1944-09","1944","09","","","","","","","","","","","","","","","","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1944-10","1944","10","","","","","","","","","","","","","","","","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1944-11","1944","11","","","","","","","","","","","","","","","","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1944-12","1944","12","","","","","","","","","","","","","","","","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1945-01","1945","01","","","","","","","","","","","","","","","","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1945-02","1945","02","","","","","","","","","","","","","","","","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1945-03","1945","03","","","","","","","","","","","","","","","","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1945-04","1945","04","","","","","","","","","","","","","","","","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1945-05","1945","05","","","","","","","","","","","","","","","","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1945-06","1945","06","","","","","","","","","","","","","","","","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1945-07","1945","07","","","","","","","","","","","","","","","","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1945-08","1945","08","","","","","","","","","","","","","","","","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1945-09","1945","09","","","","","","","","","","","","","","","","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1945-10","1945","10","","","","","","","","","","","","","","","","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1945-11","1945","11","","","","","","","","","","","","","","","","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1945-12","1945","12","","","","","","","","","","","","","","","","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1946-01","1946","01","","","","","","","","","","","","","","","","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1946-02","1946","02","","","","","","","","","","","","","","","","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1946-03","1946","03","","","","","","","","","","","","","","","","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1946-04","1946","04","","","","","","","","","","","","","","","","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1946-05","1946","05","","","","","","","","","","","","","","","","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1946-06","1946","06","","","","","","","","","","","","","","","","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1946-07","1946","07","","","","","","","","","","","","","","","","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1946-08","1946","08","","","","","","","","","","","","","","","","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1946-09","1946","09","","","","","","","","","","","","","","","","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1946-10","1946","10","","","","","","","","","","","","","","","","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1946-11","1946","11","","","","","","","","","","","","","","","","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1946-12","1946","12","","","","","","","","","","","","","","","","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1947-01","1947","01","","","","","","","","","","","","","","","","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1947-02","1947","02","","","","","","","","","","","","","","","","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1947-03","1947","03","","","","","","","","","","","","","","","","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1947-04","1947","04","","","","","","","","","","","","","","","","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1947-05","1947","05","","","","","","","","","","","","","","","","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1947-06","1947","06","","","","","","","","","","","","","","","","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1947-07","1947","07","","","","","","","","","","","","","","","","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1947-08","1947","08","","","","","","","","","","","","","","","","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1947-09","1947","09","","","","","","","","","","","","","","","","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1947-10","1947","10","","","","","","","","","","","","","","","","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1947-11","1947","11","","","","","","","","","","","","","","","","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1947-12","1947","12","","","","","","","","","","","","","","","","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1948-01","1948","01","","","","","","","","","","","","","","","","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1948-02","1948","02","","","","","","","","","","","","","","","","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1948-03","1948","03","","","","","","","","","","","","","","","","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1948-04","1948","04","","","","","","","","","","","","","","","","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1948-05","1948","05","","","","","","","","","","","","","","","","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1948-06","1948","06","","","","","","","","","","","","","","","","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1948-07","1948","07","","","","","","","","","","","","","","","","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1948-08","1948","08","","","","","","","","","","","","","","","","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1948-09","1948","09","","","","","","","","","","","","","","","","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1948-10","1948","10","","","","","","","","","","","","","","","","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1948-11","1948","11","","","","","","","","","","","","","","","","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1948-12","1948","12","","","","","","","","","","","","","","","","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1949-01","1949","01","","M","","M","","M","","M","","M","","M","","M","","M","","M","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1949-02","1949","02","","M","","M","","M","","M","","M","","M","","M","","M","","M","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1949-03","1949","03","","M","","M","","M","","M","","M","","M","","M","","M","","M","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1949-04","1949","04","","M","","M","","M","","M","","M","","M","","M","","M","","M","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1949-05","1949","05","","M","","M","","M","","M","","M","","M","","M","","M","","M","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1949-06","1949","06","","M","","M","","M","","M","","M","","M","","M","","M","","M","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1949-07","1949","07","28.6","","15.7","","22.2","","35.0","","10.0","S","50.5","","0.0","","50.5","","","M","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1949-08","1949","08","27.4","","14.3","","20.9","","33.9","","7.2","","85.6","","0.0","","85.6","","","M","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1949-09","1949","09","18.6","","9.7","","14.2","","28.3","","0.0","","104.1","","0.0","","104.1","","","M","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1949-10","1949","10","16.3","","5.3","","10.8","","29.4","","-6.7","","26.4","","0.0","","26.4","","","M","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1949-11","1949","11","2.5","","-4.4","","-1.0","","11.7","","-22.8","","72.9","","42.7","","115.6","","","M","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1949-12","1949","12","-0.4","","-7.4","","-3.9","","11.1","","-17.2","","82.0","","14.0","","96.0","","3","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1950-01","1950","01","-0.4","","-10.6","","-5.5","","12.2","S","-23.9","","69.6","","65.3","","134.9","","","M","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1950-02","1950","02","-6.5","","-15.8","","-11.2","","3.3","","-29.4","","0.0","T","84.3","","84.3","","71","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1950-03","1950","03","-1.3","","-11.9","","-6.6","","10.6","","-28.9","","16.5","","73.7","","90.2","","13","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1950-04","1950","04","8.3","","-0.8","","3.8","","18.3","","-8.9","","61.0","","0.0","T","61.0","","","M","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1950-05","1950","05","19.2","","6.7","","13.0","","29.4","","-3.9","","38.4","","0.0","","38.4","","","M","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1950-06","1950","06","23.9","","12.3","","18.1","","32.2","","5.0","","62.5","","0.0","","62.5","","","M","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1950-07","1950","07","26.3","","14.1","","20.2","","32.2","","8.9","","120.7","","0.0","","120.7","","","M","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1950-08","1950","08","23.9","","12.2","","18.1","","28.9","S","7.2","S","65.3","","0.0","","65.3","","","M","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1950-09","1950","09","17.9","","7.1","","12.5","","26.1","","-1.1","","61.0","","0.0","T","61.0","","","M","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1950-10","1950","10","13.5","","4.5","","9.0","","26.1","","-5.6","","54.9","","0.0","T","54.9","","","M","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1950-11","1950","11","6.6","","-0.2","","3.2","","21.7","","-10.0","","104.9","","7.4","","112.3","","","M","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1950-12","1950","12","-2.6","","-8.9","","-5.8","","10.6","","-23.9","","27.7","","68.1","","95.8","","33","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1951-01","1951","01","-3.8","","-12.9","","-8.4","","8.3","","-29.4","","39.1","","60.7","","99.8","","25","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1951-02","1951","02","-3.4","","-12.9","","-8.2","","5.0","","-33.3","","20.1","","56.9","","77.0","","23","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1951-03","1951","03","1.7","","-5.0","","-1.7","","9.4","","-14.4","","76.2","","36.3","","112.5","","","M","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1951-04","1951","04","10.4","","2.4","","6.4","","19.4","","-1.7","","89.7","","5.8","","95.5","","","M","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1951-05","1951","05","19.7","","7.1","","13.4","","28.9","","0.0","","51.3","","0.0","","51.3","","","M","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1951-06","1951","06","22.6","","11.9","","17.3","","29.4","","5.6","","106.7","","0.0","","106.7","","","M","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1951-07","1951","07","25.8","","15.1","","20.5","","30.0","S","9.4","","81.5","","0.0","","81.5","","","M","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1951-08","1951","08","22.6","","13.3","","18.0","","28.9","","6.7","","90.2","","0.0","","90.2","","","M","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1951-09","1951","09","19.5","","9.2","","14.4","","29.4","","-2.8","","71.9","","0.0","","71.9","","","M","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1951-10","1951","10","14.4","","4.3","","9.4","","25.0","","-2.8","S","61.0","","0.0","T","61.0","","","M","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1951-11","1951","11","2.7","","-4.1","","-0.7","","15.6","","-20.0","","109.5","","43.4","","152.9","","","M","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1951-12","1951","12","-1.8","","-10.3","","-6.1","","15.0","","-28.9","","18.5","","97.3","","115.8","","25","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1952-01","1952","01","-4.0","","-14.3","","-9.2","","6.7","S","-30.0","","58.2","","50.5","","108.7","","10","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1952-02","1952","02","-2.2","","-10.8","","-6.5","","5.0","","-19.4","S","29.5","","56.4","","85.9","","10","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1952-03","1952","03","1.9","","-5.3","","-1.7","","8.3","","-18.9","","47.8","","38.9","","86.6","","","M","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1952-04","1952","04","12.8","","0.2","","6.5","","23.9","","-5.6","","62.0","","0.8","","62.7","","","M","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1952-05","1952","05","16.9","","6.1","","11.5","","26.1","","-1.7","","113.5","","0.0","","113.5","","","M","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1952-06","1952","06","24.4","","13.4","","18.9","","30.0","","8.9","S","95.3","","0.0","","95.3","","","M","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1952-07","1952","07","28.1","","16.6","","22.4","","33.9","","7.2","","113.5","","0.0","","113.5","","","M","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1952-08","1952","08","25.6","","14.2","","19.9","","31.7","","8.3","","115.1","","0.0","","115.1","","","M","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1952-09","1952","09","20.8","","10.1","","15.5","","27.8","S","1.7","","79.8","","0.0","","79.8","","","M","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1952-10","1952","10","10.7","","2.7","","6.7","","20.6","","-5.0","","99.8","","0.8","","100.6","","","M","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1952-11","1952","11","6.1","","-0.2","","3.0","","17.2","","-8.3","","63.5","","7.6","","71.1","","","M","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1952-12","1952","12","-0.9","","-7.4","","-4.2","","11.1","","-25.0","","85.1","","45.7","","130.8","","8","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1953-01","1953","01","-2.0","","-11.6","","-6.8","","9.4","","-24.4","S","49.3","","43.2","","92.5","","10","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1953-02","1953","02","-2.2","","-9.2","","-5.7","","9.4","","-22.2","","8.6","","31.5","","40.1","","0","T","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1953-03","1953","03","3.4","","-4.7","","-0.7","","16.7","","-17.2","S","97.0","","7.4","","104.4","","","M","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1953-04","1953","04","10.6","","1.8","","6.2","","17.2","","-2.8","","84.1","","3.8","","87.9","","","M","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1953-05","1953","05","19.7","","7.7","","13.7","","30.0","","-0.6","","80.0","","0.0","","80.0","","","M","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1953-06","1953","06","24.9","","12.8","","18.9","","33.9","","3.9","","86.4","","0.0","","86.4","","","M","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1953-07","1953","07","26.3","","15.8","","21.1","","35.0","","7.8","","104.9","","0.0","","104.9","","","M","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1953-08","1953","08","25.4","","13.6","","19.5","","33.9","","7.2","","36.1","","0.0","","36.1","","","M","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1953-09","1953","09","20.6","","9.3","","15.0","","32.2","S","-0.6","","62.2","","0.0","","62.2","","","M","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1953-10","1953","10","14.7","","3.6","","9.2","","26.7","","-3.3","","35.3","","0.0","","35.3","","","M","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1953-11","1953","11","8.1","","0.8","","4.5","","18.9","","-8.9","","45.5","","0.0","T","45.5","","","M","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1953-12","1953","12","1.6","","-5.5","","-2.0","","12.2","","-20.6","","80.0","","48.3","","128.3","","3","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1954-01","1954","01","-8.6","","-17.5","","-13.1","","4.4","","-29.4","","20.1","","115.6","","135.6","","28","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1954-02","1954","02","-0.9","","-10.0","","-5.5","","7.2","","-30.0","","26.9","","121.2","","148.1","","20","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1954-03","1954","03","1.2","","-6.3","","-2.6","","9.4","","-13.3","","29.7","","45.0","","74.7","","","M","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1954-04","1954","04","10.5","","0.6","","5.6","","26.1","","-15.0","","111.8","","6.4","","118.1","","","M","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1954-05","1954","05","17.1","","6.9","","12.0","","26.1","","1.7","","104.6","","0.0","","104.6","","","M","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1954-06","1954","06","22.9","","13.2","","18.1","","30.6","","7.8","","105.2","","0.0","","105.2","","","M","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1954-07","1954","07","24.7","","13.6","","19.2","","30.6","","8.3","","57.9","","0.0","","57.9","","","M","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1954-08","1954","08","23.7","","13.2","","18.5","","29.4","","5.0","","104.4","","0.0","","104.4","","","M","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1954-09","1954","09","17.4","","9.3","","13.4","","25.6","","2.8","","135.6","","0.0","","135.6","","","M","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1954-10","1954","10","13.9","","5.5","","9.7","","25.6","","-0.6","","90.2","","0.0","","90.2","","","M","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1954-11","1954","11","5.7","","-0.5","","2.6","","16.1","","-7.2","S","101.6","","10.7","","112.3","","","M","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1954-12","1954","12","-2.4","","-9.2","","-5.8","","2.8","","-17.2","","38.9","","111.5","","150.4","","","M","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1955-01","1955","01","-7.5","","-14.9","","-11.2","","2.8","","-26.1","","24.1","","34.3","","58.4","","20","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1955-02","1955","02","-4.2","","-13.6","","-8.9","","5.6","","-28.3","","26.9","","53.1","","80.0","","43","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1955-03","1955","03","-0.3","","-7.2","","-3.8","","7.8","","-16.1","","67.8","","84.3","","152.1","","38","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1955-04","1955","04","11.9","","2.3","","7.1","","23.9","","-4.4","","39.1","","0.0","T","39.1","","0","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1955-05","1955","05","20.9","","9.2","","15.1","","30.0","","1.1","","70.6","","0.5","","71.1","","0","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1955-06","1955","06","25.7","","13.6","","19.7","","33.3","","8.3","S","69.9","","0.0","T","69.9","","0","","","","",""
